row_id,serial_no,status,temp,accel_x,accel_y,air_gas
735,LASER-HARDWARE-01,RUNNING,25.7,0.491,0.146,0.76
736,LASER-HARDWARE-01,RUNNING,27.26,-0.083,0.312,0.74
737,LASER-HARDWARE-01,RUNNING,22.88,0.239,0.19,0.79
738,LASER-HARDWARE-01,RUNNING,24.75,-0.223,-0.272,0.79
739,LASER-HARDWARE-01,RUNNING,24.77,-0.076,-0.192,0.74
740,LASER-HARDWARE-01,RUNNING,26.45,-0.582,0.16,0.8
741,LASER-HARDWARE-01,RUNNING,24.96,-0.517,-0.252,0.8
742,LASER-HARDWARE-01,RUNNING,26.01,-0.144,0.206,0.75
743,LASER-HARDWARE-01,RUNNING,25.91,0.188,-0.481,0.79
744,LASER-HARDWARE-01,RUNNING,26.74,0.014,-0.075,0.78
745,LASER-HARDWARE-01,RUNNING,23.09,0.064,0.014,0.78
746,LASER-HARDWARE-01,RUNNING,28.33,-0.144,0.557,0.74
747,LASER-HARDWARE-01,RUNNING,22.76,0.561,-0.388,0.81
748,LASER-HARDWARE-01,RUNNING,26.62,-0.471,0.169,0.81
749,LASER-HARDWARE-01,RUNNING,22.94,0.579,0.257,0.73
750,LASER-HARDWARE-01,RUNNING,25.0,-0.17,-0.485,0.72
751,LASER-HARDWARE-01,RUNNING,27.3,-0.636,0.044,0.85
752,LASER-HARDWARE-01,RUNNING,25.5,-0.207,0.617,0.77
753,LASER-HARDWARE-01,RUNNING,23.69,-0.508,0.133,0.73
754,LASER-HARDWARE-01,RUNNING,21.15,0.198,0.088,0.79
755,LASER-HARDWARE-01,RUNNING,22.87,-0.306,0.526,0.76
756,LASER-HARDWARE-01,RUNNING,27.33,0.337,-0.089,0.84
757,LASER-HARDWARE-01,RUNNING,28.12,-0.167,-0.758,0.88
758,LASER-HARDWARE-01,RUNNING,26.38,-0.047,-0.398,0.86
759,LASER-HARDWARE-01,RUNNING,24.67,-0.212,-0.279,0.82
760,LASER-HARDWARE-01,RUNNING,22.61,-0.108,-0.108,0.9
761,LASER-HARDWARE-01,RUNNING,28.29,0.484,-0.717,0.87
762,LASER-HARDWARE-01,RUNNING,27.28,0.184,0.448,0.79
763,LASER-HARDWARE-01,FAULT,28.8,0.247,-0.078,0.32
764,LASER-HARDWARE-01,RUNNING,28.53,-0.586,-0.126,0.74
765,LASER-HARDWARE-01,RUNNING,25.91,0.093,0.158,0.8
766,LASER-HARDWARE-01,RUNNING,24.18,-0.244,-0.352,0.78
767,LASER-HARDWARE-01,RUNNING,22.45,-0.02,-0.907,0.74
768,LASER-HARDWARE-01,RUNNING,23.84,-0.429,0.128,0.86
769,LASER-HARDWARE-01,RUNNING,25.9,0.418,-0.372,0.73
770,LASER-HARDWARE-01,RUNNING,23.69,0.263,-0.051,0.72
771,LASER-HARDWARE-01,RUNNING,22.89,0.522,0.088,0.72
772,LASER-HARDWARE-01,RUNNING,21.76,0.002,-0.07,0.78
773,LASER-HARDWARE-01,RUNNING,23.96,0.497,-0.239,0.8
774,LASER-HARDWARE-01,FAULT,23.3,1.68,-0.376,0.8
775,LASER-HARDWARE-01,RUNNING,24.37,-0.701,0.559,0.78
776,LASER-HARDWARE-01,RUNNING,25.59,-0.568,-0.052,0.8
777,LASER-HARDWARE-01,RUNNING,26.67,0.615,-0.029,0.78
778,LASER-HARDWARE-01,RUNNING,26.28,0.321,-0.114,0.85
779,LASER-HARDWARE-01,RUNNING,27.25,0.069,0.359,0.8
780,LASER-HARDWARE-01,FAULT,27.05,-0.363,0.825,0.47
781,LASER-HARDWARE-01,FAULT,27.05,-0.461,-0.343,0.2
782,LASER-HARDWARE-01,RUNNING,21.71,-0.267,-0.128,0.78
783,LASER-HARDWARE-01,RUNNING,24.09,-0.049,-0.016,0.85
784,LASER-HARDWARE-01,FAULT,23.31,-0.069,0.677,0.77
785,LASER-HARDWARE-01,RUNNING,24.87,-0.399,0.364,0.84
786,LASER-HARDWARE-01,RUNNING,26.08,-0.471,0.651,0.78
787,LASER-HARDWARE-01,RUNNING,25.01,-0.344,0.562,0.92
788,LASER-HARDWARE-01,RUNNING,21.34,0.499,0.013,0.8
789,LASER-HARDWARE-01,RUNNING,20.75,-1.159,0.301,0.78
790,LASER-HARDWARE-01,RUNNING,24.07,0.439,-0.306,0.78
791,LASER-HARDWARE-01,FAULT,43.76,-0.349,-0.574,0.78
792,LASER-HARDWARE-01,RUNNING,26.58,-0.623,0.133,0.76
793,LASER-HARDWARE-01,RUNNING,22.07,0.142,0.453,0.8
794,LASER-HARDWARE-01,RUNNING,25.17,0.538,0.368,0.82
795,LASER-HARDWARE-01,RUNNING,25.11,-0.157,0.33,0.83
796,LASER-HARDWARE-01,RUNNING,25.02,-0.871,-0.112,0.83
797,LASER-HARDWARE-01,RUNNING,24.41,-0.515,-0.305,0.84
798,LASER-HARDWARE-01,RUNNING,25.35,-0.295,0.466,0.78
799,LASER-HARDWARE-01,RUNNING,25.26,0.002,-0.224,0.82
800,LASER-HARDWARE-01,RUNNING,20.46,0.313,0.59,0.8
801,LASER-HARDWARE-01,RUNNING,27.23,-0.18,0.361,0.82
802,LASER-HARDWARE-01,RUNNING,25.19,0.256,-0.331,0.67
803,LASER-HARDWARE-01,RUNNING,23.17,0.25,-0.31,0.83
804,LASER-HARDWARE-01,RUNNING,21.71,0.385,0.078,0.8
805,LASER-HARDWARE-01,RUNNING,26.04,0.105,0.317,0.74
806,LASER-HARDWARE-01,RUNNING,21.38,0.485,0.405,0.8
807,LASER-HARDWARE-01,RUNNING,22.55,0.015,-0.186,0.95
808,LASER-HARDWARE-01,RUNNING,25.67,-0.231,-0.356,0.78
809,LASER-HARDWARE-01,RUNNING,23.98,-0.288,-0.113,0.75
810,LASER-HARDWARE-01,RUNNING,18.24,-0.192,-0.122,0.84
811,LASER-HARDWARE-01,FAULT,24.77,3.699,2.112,0.84
812,LASER-HARDWARE-01,RUNNING,31.37,0.561,-0.518,0.95
813,LASER-HARDWARE-01,RUNNING,25.05,0.161,0.418,0.86
814,LASER-HARDWARE-01,RUNNING,22.37,0.109,0.485,0.82
815,LASER-HARDWARE-01,RUNNING,23.67,-0.834,-0.294,0.82
816,LASER-HARDWARE-01,RUNNING,24.29,-0.163,-0.177,0.73
817,LASER-HARDWARE-01,RUNNING,27.5,0.19,0.149,0.84
818,LASER-HARDWARE-01,RUNNING,22.62,0.714,0.096,0.75
819,LASER-HARDWARE-01,FAULT,29.61,0.052,-0.402,0.35
820,LASER-HARDWARE-01,RUNNING,27.47,-0.661,0.025,0.72
821,LASER-HARDWARE-01,RUNNING,26.68,-0.927,0.515,0.81
822,LASER-HARDWARE-01,RUNNING,25.01,-0.223,-0.42,0.73
823,LASER-HARDWARE-01,RUNNING,27.51,-0.315,-0.801,0.79
824,LASER-HARDWARE-01,RUNNING,28.2,0.073,-0.398,0.81
825,LASER-HARDWARE-01,RUNNING,27.86,-0.138,-0.134,0.89
826,LASER-HARDWARE-01,RUNNING,26.1,0.035,-0.313,0.84
827,LASER-HARDWARE-01,RUNNING,26.63,0.229,0.078,0.78
828,LASER-HARDWARE-01,RUNNING,27.01,0.405,-0.171,0.83
829,LASER-HARDWARE-01,RUNNING,23.9,0.822,0.898,0.79
830,LASER-HARDWARE-01,RUNNING,25.5,-0.226,0.376,0.76
831,LASER-HARDWARE-01,RUNNING,22.25,-0.433,-0.013,0.79
832,LASER-HARDWARE-01,RUNNING,24.18,0.307,0.022,0.77
833,LASER-HARDWARE-01,FAULT,27.24,0.276,0.293,0.26
834,LASER-HARDWARE-01,RUNNING,26.07,0.391,0.606,0.85
835,LASER-HARDWARE-01,RUNNING,24.32,-0.487,-0.198,0.9
836,LASER-HARDWARE-01,RUNNING,22.79,0.248,0.982,0.82
837,LASER-HARDWARE-01,RUNNING,23.66,-0.394,-0.007,0.76
838,LASER-HARDWARE-01,RUNNING,25.89,0.38,-0.604,0.8
839,LASER-HARDWARE-01,RUNNING,21.94,0.015,-0.932,0.86
840,LASER-HARDWARE-01,RUNNING,27.53,-0.422,0.853,0.87
841,LASER-HARDWARE-01,RUNNING,25.89,-0.533,-0.212,0.82
842,LASER-HARDWARE-01,RUNNING,28.28,-0.108,0.272,0.78
843,LASER-HARDWARE-01,RUNNING,24.92,0.534,0.453,0.87
844,LASER-HARDWARE-01,RUNNING,21.32,-0.399,-0.646,0.7
845,LASER-HARDWARE-01,RUNNING,28.73,0.295,0.049,0.83
846,LASER-HARDWARE-01,RUNNING,25.02,-0.919,-0.518,0.87
847,LASER-HARDWARE-01,RUNNING,24.6,0.328,0.121,0.71
848,LASER-HARDWARE-01,RUNNING,24.74,-0.662,0.519,0.76
849,LASER-HARDWARE-01,RUNNING,26.81,0.096,0.525,0.79
850,LASER-HARDWARE-01,RUNNING,25.11,-0.047,-0.099,0.83
851,LASER-HARDWARE-01,RUNNING,23.8,0.317,-0.17,0.91
852,LASER-HARDWARE-01,RUNNING,25.56,0.424,0.895,0.74
853,LASER-HARDWARE-01,RUNNING,24.08,0.791,0.588,0.78
854,LASER-HARDWARE-01,FAULT,60.61,0.655,0.422,0.8
855,LASER-HARDWARE-01,RUNNING,27.35,0.291,0.188,0.78
856,LASER-HARDWARE-01,RUNNING,20.54,-0.165,-0.197,0.76
857,LASER-HARDWARE-01,RUNNING,23.79,-0.125,0.394,0.83
858,LASER-HARDWARE-01,RUNNING,26.28,0.051,-0.324,0.85
859,LASER-HARDWARE-01,RUNNING,26.0,0.151,-0.245,0.84
860,LASER-HARDWARE-01,RUNNING,20.93,0.706,-0.22,0.77
861,LASER-HARDWARE-01,RUNNING,24.92,0.052,0.148,0.83
862,LASER-HARDWARE-01,RUNNING,24.14,0.063,0.598,0.77
863,LASER-HARDWARE-01,RUNNING,24.22,0.505,-0.246,0.8
864,LASER-HARDWARE-01,RUNNING,25.81,-0.096,1.15,0.83
865,LASER-HARDWARE-01,RUNNING,27.72,-0.302,-0.025,0.75
866,LASER-HARDWARE-01,RUNNING,20.36,-0.249,0.055,0.76
867,LASER-HARDWARE-01,RUNNING,25.14,0.147,-0.189,0.93
868,LASER-HARDWARE-01,RUNNING,21.62,-0.322,0.158,0.84
869,LASER-HARDWARE-01,RUNNING,23.63,0.205,-0.024,0.84
870,LASER-HARDWARE-01,RUNNING,25.27,-0.217,-0.071,0.91
871,LASER-HARDWARE-01,RUNNING,25.89,-0.697,-0.017,0.81
872,LASER-HARDWARE-01,RUNNING,24.68,-0.086,-0.691,0.72
873,LASER-HARDWARE-01,RUNNING,25.99,-0.221,-0.051,0.89
874,LASER-HARDWARE-01,RUNNING,26.07,-0.318,0.067,0.77
875,LASER-HARDWARE-01,FAULT,25.42,2.831,-0.081,0.77
876,LASER-HARDWARE-01,RUNNING,22.69,-0.049,0.596,0.76
877,LASER-HARDWARE-01,RUNNING,25.71,-0.135,0.456,0.81
878,LASER-HARDWARE-01,RUNNING,26.02,-0.213,-0.189,0.81
879,LASER-HARDWARE-01,RUNNING,28.68,-0.306,0.076,0.81
880,LASER-HARDWARE-01,RUNNING,25.06,0.152,0.503,0.88
881,LASER-HARDWARE-01,RUNNING,26.24,-0.232,0.018,0.77
882,LASER-HARDWARE-01,RUNNING,25.76,0.052,0.08,0.75
883,LASER-HARDWARE-01,RUNNING,25.54,0.356,0.298,0.84
884,LASER-HARDWARE-01,RUNNING,26.16,0.133,-0.207,0.78
885,LASER-HARDWARE-01,RUNNING,24.2,-0.284,0.465,0.74
886,LASER-HARDWARE-01,RUNNING,24.26,0.482,-0.258,0.75
887,LASER-HARDWARE-01,RUNNING,23.46,0.33,-0.479,0.86
888,LASER-HARDWARE-01,RUNNING,24.15,-0.466,-0.646,0.81
889,LASER-HARDWARE-01,RUNNING,25.21,0.493,-0.465,0.89
890,LASER-HARDWARE-01,RUNNING,23.38,-0.303,0.182,0.76
891,LASER-HARDWARE-01,RUNNING,20.72,0.278,0.832,0.75
892,LASER-HARDWARE-01,RUNNING,22.15,0.249,-0.029,0.73
893,LASER-HARDWARE-01,RUNNING,27.0,-0.395,-0.137,0.89
894,LASER-HARDWARE-01,RUNNING,26.87,0.415,-0.007,0.78
895,LASER-HARDWARE-01,RUNNING,23.6,0.151,0.532,0.74
896,LASER-HARDWARE-01,RUNNING,26.44,0.321,-0.287,0.91
897,LASER-HARDWARE-01,RUNNING,25.11,-0.458,-0.666,0.75
898,LASER-HARDWARE-01,RUNNING,23.16,0.077,0.591,0.82
899,LASER-HARDWARE-01,RUNNING,25.65,-0.331,0.356,0.79
900,LASER-HARDWARE-01,RUNNING,28.3,-0.605,0.187,0.75
901,LASER-HARDWARE-01,RUNNING,24.75,-0.264,-0.059,0.8
902,LASER-HARDWARE-01,RUNNING,27.36,-1.08,0.044,0.75
903,LASER-HARDWARE-01,RUNNING,24.66,0.006,0.06,0.83
904,LASER-HARDWARE-01,RUNNING,24.82,0.24,0.539,0.78
905,LASER-HARDWARE-01,RUNNING,25.65,-0.276,-0.155,0.84
906,LASER-HARDWARE-01,RUNNING,25.26,-0.127,1.246,0.7
907,LASER-HARDWARE-01,RUNNING,26.29,-0.288,0.279,0.77
908,LASER-HARDWARE-01,RUNNING,25.45,0.205,-0.353,0.77
909,LASER-HARDWARE-01,RUNNING,24.0,-0.306,0.338,0.87
910,LASER-HARDWARE-01,RUNNING,21.55,0.205,-0.271,0.8
911,LASER-HARDWARE-01,RUNNING,26.22,0.487,0.476,0.88
912,LASER-HARDWARE-01,RUNNING,22.88,0.034,0.326,0.83
913,LASER-HARDWARE-01,RUNNING,25.71,0.534,0.182,0.82
914,LASER-HARDWARE-01,FAULT,44.33,0.092,-0.942,0.79
915,LASER-HARDWARE-01,RUNNING,23.25,0.078,0.456,0.8
916,LASER-HARDWARE-01,RUNNING,27.11,0.053,0.341,0.84
917,LASER-HARDWARE-01,RUNNING,24.27,-0.399,-0.342,0.8
918,LASER-HARDWARE-01,RUNNING,23.65,0.768,0.111,0.87
919,LASER-HARDWARE-01,RUNNING,22.45,-0.135,0.372,0.71
920,LASER-HARDWARE-01,RUNNING,21.71,-0.89,-0.046,0.76
921,LASER-HARDWARE-01,RUNNING,24.68,0.126,0.224,0.87
922,LASER-HARDWARE-01,RUNNING,24.62,0.596,-0.452,0.84
923,LASER-HARDWARE-01,RUNNING,23.82,0.441,0.273,0.79
924,LASER-HARDWARE-01,RUNNING,25.86,0.064,0.28,0.88
925,LASER-HARDWARE-01,RUNNING,27.71,0.859,-0.338,0.77
926,LASER-HARDWARE-01,RUNNING,25.43,0.264,0.036,0.82
927,LASER-HARDWARE-01,FAULT,58.49,-0.827,1.351,0.85
928,LASER-HARDWARE-01,RUNNING,22.86,0.583,0.489,0.83
929,LASER-HARDWARE-01,RUNNING,26.17,0.228,-0.468,0.74
930,LASER-HARDWARE-01,RUNNING,22.47,0.033,0.11,0.73
931,LASER-HARDWARE-01,RUNNING,26.25,-0.206,-0.297,0.74
932,LASER-HARDWARE-01,RUNNING,22.92,-0.353,-0.064,0.89
933,LASER-HARDWARE-01,RUNNING,24.69,0.184,-0.166,0.81
934,LASER-HARDWARE-01,RUNNING,24.11,0.165,-0.76,0.84
935,LASER-HARDWARE-01,RUNNING,23.75,0.85,-0.028,0.85
936,LASER-HARDWARE-01,RUNNING,22.77,0.164,-0.291,0.78
937,LASER-HARDWARE-01,RUNNING,23.09,0.394,-0.253,0.78
938,LASER-HARDWARE-01,RUNNING,23.65,-0.213,0.736,0.77
939,LASER-HARDWARE-01,RUNNING,23.28,0.354,-0.437,0.84
940,LASER-HARDWARE-01,RUNNING,27.42,-0.324,-0.533,0.81
941,LASER-HARDWARE-01,RUNNING,24.7,0.002,0.172,0.83
942,LASER-HARDWARE-01,RUNNING,26.75,0.219,-0.025,0.82
943,LASER-HARDWARE-01,RUNNING,25.65,0.081,0.061,0.9
944,LASER-HARDWARE-01,RUNNING,23.03,0.268,-0.257,0.77
945,LASER-HARDWARE-01,RUNNING,26.89,0.034,-0.017,0.74
946,LASER-HARDWARE-01,RUNNING,28.71,0.256,-0.468,0.78
947,LASER-HARDWARE-01,RUNNING,24.91,0.112,0.276,0.83
948,LASER-HARDWARE-01,RUNNING,25.46,-0.532,-0.406,0.81
949,LASER-HARDWARE-01,RUNNING,25.95,-0.007,0.532,0.76
950,LASER-HARDWARE-01,RUNNING,25.93,0.101,-0.068,0.8
951,LASER-HARDWARE-01,RUNNING,22.65,0.103,-0.693,0.76
952,LASER-HARDWARE-01,RUNNING,27.39,0.661,-0.052,0.73
953,LASER-HARDWARE-01,RUNNING,24.26,-0.629,0.058,0.75
954,LASER-HARDWARE-01,FAULT,26.84,0.082,-0.677,0.35
955,LASER-HARDWARE-01,FAULT,62.16,-0.103,0.441,0.85
956,LASER-HARDWARE-01,RUNNING,21.82,-0.375,-0.771,0.86
957,LASER-HARDWARE-01,RUNNING,19.89,0.16,0.234,0.81
958,LASER-HARDWARE-01,RUNNING,27.18,-0.06,0.056,0.85
959,LASER-HARDWARE-01,RUNNING,27.12,-0.033,0.636,0.78
960,LASER-HARDWARE-01,RUNNING,25.13,0.543,-0.189,0.87
961,LASER-HARDWARE-01,RUNNING,22.18,0.153,-0.323,0.78
962,LASER-HARDWARE-01,RUNNING,23.14,0.133,0.128,0.77
963,LASER-HARDWARE-01,RUNNING,22.14,0.75,-0.268,0.81
964,LASER-HARDWARE-01,RUNNING,23.58,-0.409,-0.07,0.87
965,LASER-HARDWARE-01,RUNNING,27.91,-0.304,0.147,0.76
966,LASER-HARDWARE-01,RUNNING,22.57,-0.227,0.748,0.81
967,LASER-HARDWARE-01,RUNNING,26.7,0.378,0.252,0.75
968,LASER-HARDWARE-01,RUNNING,22.77,0.312,0.075,0.86
969,LASER-HARDWARE-01,RUNNING,23.44,0.417,-0.208,0.73
970,LASER-HARDWARE-01,FAULT,52.56,0.748,0.886,0.89
971,LASER-HARDWARE-01,RUNNING,23.04,0.034,0.48,0.81
972,LASER-HARDWARE-01,RUNNING,22.59,0.461,-0.345,0.71
973,LASER-HARDWARE-01,RUNNING,25.09,0.102,0.366,0.81
974,LASER-HARDWARE-01,FAULT,55.22,0.352,0.626,0.79
975,LASER-HARDWARE-01,RUNNING,20.97,0.341,-0.762,0.82
976,LASER-HARDWARE-01,RUNNING,27.02,0.277,0.078,0.85
977,LASER-HARDWARE-01,RUNNING,25.2,0.204,0.783,0.83
978,LASER-HARDWARE-01,RUNNING,28.27,0.179,0.523,0.82
979,LASER-HARDWARE-01,RUNNING,23.39,-0.041,0.881,0.85
980,LASER-HARDWARE-01,RUNNING,26.59,0.367,0.631,0.86
981,LASER-HARDWARE-01,RUNNING,27.79,-0.489,0.416,0.92
982,LASER-HARDWARE-01,RUNNING,26.28,0.154,0.851,0.76
983,LASER-HARDWARE-01,RUNNING,29.02,-0.348,-0.209,0.76
984,LASER-HARDWARE-01,RUNNING,26.11,-0.04,-0.667,0.73
985,LASER-HARDWARE-01,RUNNING,27.05,0.227,0.025,0.83
986,LASER-HARDWARE-01,RUNNING,23.44,-0.54,0.225,0.77
987,LASER-HARDWARE-01,RUNNING,27.18,-0.488,0.351,0.8
988,LASER-HARDWARE-01,RUNNING,21.64,0.043,0.292,0.73
989,LASER-HARDWARE-01,RUNNING,28.18,0.063,0.178,0.75
990,LASER-HARDWARE-01,RUNNING,22.32,-0.319,0.426,0.83
991,LASER-HARDWARE-01,RUNNING,23.99,-0.441,0.278,0.9
992,LASER-HARDWARE-01,RUNNING,25.52,-0.206,0.098,0.67
993,LASER-HARDWARE-01,RUNNING,23.93,-0.376,0.499,0.81
994,LASER-HARDWARE-01,RUNNING,25.57,0.321,-0.422,0.75
995,LASER-HARDWARE-01,RUNNING,24.99,0.004,0.204,0.88
996,LASER-HARDWARE-01,RUNNING,24.78,-0.591,0.277,0.79
997,LASER-HARDWARE-01,RUNNING,25.72,0.222,-0.202,0.82
998,LASER-HARDWARE-01,RUNNING,26.06,-0.352,0.444,0.79
999,LASER-HARDWARE-01,RUNNING,27.98,0.633,-0.05,0.74
1000,LASER-HARDWARE-01,RUNNING,25.38,-0.06,0.183,0.8
1001,LASER-HARDWARE-01,RUNNING,23.93,0.562,-0.581,0.82
1002,LASER-HARDWARE-01,FAULT,28.96,5.771,4.494,0.87
1003,LASER-HARDWARE-01,RUNNING,23.68,-0.042,0.213,0.83
1004,LASER-HARDWARE-01,RUNNING,23.69,-0.637,-0.418,0.78
1005,LASER-HARDWARE-01,RUNNING,24.97,-0.136,0.458,0.89
1006,LASER-HARDWARE-01,RUNNING,25.64,-0.322,-0.459,0.78
1007,LASER-HARDWARE-01,RUNNING,26.93,0.056,0.376,0.77
1008,LASER-HARDWARE-01,RUNNING,26.25,-0.349,-0.45,0.81
1009,LASER-HARDWARE-01,RUNNING,21.72,0.14,-0.167,0.78
1010,LASER-HARDWARE-01,RUNNING,24.62,-0.297,-0.04,0.78
1011,LASER-HARDWARE-01,RUNNING,25.45,0.126,-0.212,0.8
1012,LASER-HARDWARE-01,RUNNING,25.43,-0.304,1.18,0.87
1013,LASER-HARDWARE-01,RUNNING,24.5,-0.225,0.03,0.75
1014,LASER-HARDWARE-01,RUNNING,24.85,0.457,0.288,0.84
1015,LASER-HARDWARE-01,RUNNING,25.87,0.054,-0.093,0.76
1016,LASER-HARDWARE-01,RUNNING,21.92,-0.116,-0.209,0.77
1017,LASER-HARDWARE-01,RUNNING,27.18,0.754,-0.135,0.82
1018,LASER-HARDWARE-01,RUNNING,27.68,-1.132,-0.1,0.77
1019,LASER-HARDWARE-01,RUNNING,25.4,-0.095,0.421,0.77
1020,LASER-HARDWARE-01,RUNNING,21.84,-0.633,0.37,0.72
1021,LASER-HARDWARE-01,RUNNING,25.17,0.194,0.081,0.8
1022,LASER-HARDWARE-01,RUNNING,24.02,-0.716,0.17,0.75
1023,LASER-HARDWARE-01,RUNNING,30.01,-0.377,0.408,0.85
1024,LASER-HARDWARE-01,RUNNING,25.89,-0.11,-0.23,0.78
1025,LASER-HARDWARE-01,RUNNING,25.58,0.028,0.216,0.82
1026,LASER-HARDWARE-01,RUNNING,22.88,-0.35,-0.426,0.76
1027,LASER-HARDWARE-01,RUNNING,23.14,0.136,-0.036,0.84
1028,LASER-HARDWARE-01,RUNNING,24.38,0.313,0.171,0.75
1029,LASER-HARDWARE-01,RUNNING,24.06,0.338,-0.029,0.84
1030,LASER-HARDWARE-01,RUNNING,23.95,-0.474,0.625,0.76
1031,LASER-HARDWARE-01,RUNNING,27.16,0.068,-0.408,0.87
1032,LASER-HARDWARE-01,RUNNING,26.26,0.169,-0.003,0.85
1033,LASER-HARDWARE-01,RUNNING,20.96,0.2,0.408,0.84
1034,LASER-HARDWARE-01,RUNNING,23.97,-0.188,-0.033,0.78
1035,LASER-HARDWARE-01,RUNNING,23.55,0.21,-0.644,0.86
1036,LASER-HARDWARE-01,RUNNING,20.69,0.444,0.405,0.82
1037,LASER-HARDWARE-01,RUNNING,27.46,-0.441,0.376,0.78
1038,LASER-HARDWARE-01,RUNNING,22.95,-0.337,0.141,0.8
1039,LASER-HARDWARE-01,RUNNING,25.01,-0.396,0.105,0.77
1040,LASER-HARDWARE-01,RUNNING,24.46,0.117,-0.501,0.77
1041,LASER-HARDWARE-01,RUNNING,23.02,-0.758,0.04,0.81
1042,LASER-HARDWARE-01,RUNNING,23.97,-0.953,-0.089,0.75
1043,LASER-HARDWARE-01,RUNNING,26.5,0.461,-0.275,0.77
1044,LASER-HARDWARE-01,FAULT,25.72,2.331,-3.359,0.76
1045,LASER-HARDWARE-01,RUNNING,24.28,-0.389,-0.018,0.84
1046,LASER-HARDWARE-01,FAULT,26.14,2.378,-3.771,0.77
1047,LASER-HARDWARE-01,RUNNING,25.37,-0.133,0.847,0.84
1048,LASER-HARDWARE-01,FAULT,24.27,0.192,-0.033,0.26
1049,LASER-HARDWARE-01,RUNNING,26.0,0.499,0.007,0.72
1050,LASER-HARDWARE-01,RUNNING,24.59,0.037,0.834,0.83
1051,LASER-HARDWARE-01,RUNNING,23.67,-0.546,-0.056,0.81
1052,LASER-HARDWARE-01,RUNNING,26.16,-0.477,-0.588,0.8
1053,LASER-HARDWARE-01,FAULT,53.4,-0.972,0.212,0.82
1054,LASER-HARDWARE-01,RUNNING,23.45,0.663,0.374,0.83
1055,LASER-HARDWARE-01,RUNNING,27.93,0.838,-0.33,0.76
1056,LASER-HARDWARE-01,RUNNING,26.41,-0.778,0.373,0.87
1057,LASER-HARDWARE-01,RUNNING,23.97,-0.185,0.023,0.83
1058,LASER-HARDWARE-01,RUNNING,24.42,0.549,0.391,0.78
1059,LASER-HARDWARE-01,RUNNING,23.0,-0.102,0.824,0.83
1060,LASER-HARDWARE-01,RUNNING,26.26,0.303,-0.544,0.79
1061,LASER-HARDWARE-01,FAULT,26.48,0.354,-3.832,0.73
1062,LASER-HARDWARE-01,RUNNING,27.39,-0.093,-0.628,0.84
1063,LASER-HARDWARE-01,RUNNING,25.19,0.267,0.05,0.82
1064,LASER-HARDWARE-01,RUNNING,25.39,-0.129,-0.705,0.74
1065,LASER-HARDWARE-01,RUNNING,22.63,0.155,0.242,0.82
1066,LASER-HARDWARE-01,RUNNING,23.53,0.102,0.217,0.84
1067,LASER-HARDWARE-01,RUNNING,22.42,-0.034,-0.43,0.9
1068,LASER-HARDWARE-01,RUNNING,27.16,-0.117,-0.413,0.85
1069,LASER-HARDWARE-01,RUNNING,23.14,-0.28,0.578,0.75
1070,LASER-HARDWARE-01,RUNNING,26.22,0.079,-0.054,0.9
1071,LASER-HARDWARE-01,RUNNING,24.98,0.235,0.02,0.68
1072,LASER-HARDWARE-01,RUNNING,28.09,0.023,-0.264,0.83
1073,LASER-HARDWARE-01,RUNNING,27.71,0.416,0.417,0.81
1074,LASER-HARDWARE-01,FAULT,25.27,-0.526,-0.054,0.25
1075,LASER-HARDWARE-01,RUNNING,26.7,0.462,-0.153,0.78
1076,LASER-HARDWARE-01,RUNNING,27.88,-0.482,-0.054,0.82
1077,LASER-HARDWARE-01,RUNNING,26.9,0.016,0.464,0.82
1078,LASER-HARDWARE-01,RUNNING,24.68,-0.584,-0.672,0.78
1079,LASER-HARDWARE-01,RUNNING,25.6,0.353,-0.527,0.77
1080,LASER-HARDWARE-01,RUNNING,26.99,0.33,0.235,0.87
1081,LASER-HARDWARE-01,RUNNING,27.56,0.261,0.158,0.84
1082,LASER-HARDWARE-01,RUNNING,26.58,0.14,0.203,0.79
1083,LASER-HARDWARE-01,RUNNING,28.85,-0.286,1.132,0.73
1084,LASER-HARDWARE-01,RUNNING,23.61,-0.427,0.315,0.8
1085,LASER-HARDWARE-01,RUNNING,24.08,0.082,-0.286,0.88
1086,LASER-HARDWARE-01,RUNNING,24.28,0.074,0.443,0.8
1087,LASER-HARDWARE-01,RUNNING,29.22,-0.279,0.63,0.74
1088,LASER-HARDWARE-01,RUNNING,29.18,0.147,-0.595,0.79
1089,LASER-HARDWARE-01,RUNNING,26.02,-0.261,0.519,0.77
1090,LASER-HARDWARE-01,RUNNING,27.58,0.384,0.382,0.72
1091,LASER-HARDWARE-01,RUNNING,24.93,0.574,0.491,0.83
1092,LASER-HARDWARE-01,RUNNING,21.33,0.061,-0.159,0.87
1093,LASER-HARDWARE-01,RUNNING,26.4,0.441,-0.145,0.74
1094,LASER-HARDWARE-01,RUNNING,24.87,0.273,0.43,0.74
1095,LASER-HARDWARE-01,RUNNING,23.29,0.151,0.327,0.85
1096,LASER-HARDWARE-01,RUNNING,26.49,-0.087,0.669,0.79
1097,LASER-HARDWARE-01,RUNNING,25.28,-0.179,-0.656,0.8
1098,LASER-HARDWARE-01,RUNNING,21.47,-0.163,0.423,0.79
1099,LASER-HARDWARE-01,RUNNING,26.11,-0.325,0.003,0.81
1100,LASER-HARDWARE-01,FAULT,28.17,4.564,-0.439,0.81
